6,Saturday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
0,Sunday,10AM,7PM,18MFF-0005,1090081,10:00,19:00,37.76934569,-122.4133299
4,Thursday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
5,Friday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
3,Wednesday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
2,Tuesday,10AM,2PM,18MFF-0006,1090091,10:00,14:00,37.72629791,-122.3891501
1,Monday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
2,Tuesday,10AM,4PM,18MFF-0006,1090089,10:00,16:00,37.74412222,-122.3903433
4,Thursday,10AM,7PM,18MFF-0005,1090081,10:00,19:00,37.76934569,-122.4133299
4,Thursday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
0,Sunday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
4,Thursday,10AM,4PM,18MFF-0006,1090089,10:00,16:00,37.74412222,-122.3903433
6,Saturday,10AM,2PM,18MFF-0006,1090091,10:00,14:00,37.72629791,-122.3891501
3,Wednesday,10AM,4PM,18MFF-0006,1090089,10:00,16:00,37.74412222,-122.3903433
1,Monday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
1,Monday,10AM,7PM,18MFF-0005,1090081,10:00,19:00,37.76934569,-122.4133299
3,Wednesday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
2,Tuesday,10AM,7PM,18MFF-0005,1090081,10:00,19:00,37.76934569,-122.4133299
2,Tuesday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
1,Monday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
6,Saturday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
5,Friday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
3,Wednesday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
4,Thursday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
6,Saturday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
5,Friday,10AM,2PM,18MFF-0006,1090091,10:00,14:00,37.72629791,-122.3891501
2,Tuesday,4PM,10PM,18MFF-0006,1090090,16:00,22:00,37.73013611,-122.3991627
6,Saturday,8AM,3PM,18MFF-0006,1090091,8:00,15:00,37.72629791,-122.3891501
0,Sunday,4PM,10PM,18MFF-0004,1089698,16:00,22:00,37.75962363,-122.4147069
2,Tuesday,8AM,3PM,18MFF-0006,1090091,8:00,15:00,37.72629791,-122.3891501
6,Saturday,10AM,7PM,18MFF-0005,1090081,10:00,19:00,37.76934569,-122.4133299
4,Thursday,10AM,2PM,18MFF-0006,1090091,10:00,14:00,37.72629791,-122.3891501
2,Tuesday,10AM,4PM,18MFF-0004,1089697,10:00,16:00,37.76376185,-122.4135332
1,Monday,10AM,4PM,18MFF-0006,1090089,10:00,16:00,37.74412222,-122.3903433
3,Wednesday,10AM,2PM,18MFF-0006,1090091,10:00,14:00,37.72629791,-122.3891501
2,Tuesday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
6,Saturday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
3,Wednesday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
0,Sunday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
4,Thursday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
5,Friday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
5,Friday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
0,Sunday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
6,Saturday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
2,Tuesday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
0,Sunday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
1,Monday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
6,Saturday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
3,Wednesday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
1,Monday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
1,Monday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
4,Thursday,11AM,5PM,13MFF-0112,453013,11:00,17:00,37.73992931,-122.3912836
4,Thursday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
5,Friday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
2,Tuesday,5PM,10PM,13MFF-0112,453014,17:00,22:00,37.74443649,-122.3992288
3,Wednesday,10AM,9PM,13MFF-0112,453012,10:00,21:00,37.73023323,-122.402759
4,Thursday,7AM,7PM,16MFF-0139,848185,7:00,19:00,37.73553782,-122.390341
3,Wednesday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
1,Monday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
0,Sunday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
1,Monday,7AM,3PM,18MFF-0012,1122770,7:00,15:00,37.78048477,-122.4094227
6,Saturday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
3,Wednesday,7AM,3PM,18MFF-0012,1122770,7:00,15:00,37.78048477,-122.4094227
5,Friday,7AM,3PM,18MFF-0012,1122770,7:00,15:00,37.78048477,-122.4094227
5,Friday,10AM,9PM,18MFF-0011,1122750,10:00,21:00,37.77590817,-122.3900586
